set_id,instruction,original_w,original_h
inst-0788,"Make the date and time selection form numbered steps: date first, time second.",390,560
inst-0789,"Add the total of the listed amounts at the right end of the ""Recent charges"" heading, same dark weight as the amounts below.",390,844
inst-0792,Make “Retry” step one and “Review connection” step two in a numbered recovery sequence.,390,844
inst-0793,Split the Latest card into today and earlier groups with headings; rows keep only the category.,390,844
inst-0794,Organize everything by the task it supports. Show the signed-in account in the header description. Make the current destination feel more strongly branded.,390,844
inst-0795,"Adapt the scheduling card for parents booking tutoring sessions. Change the date, start time, duration order. Add a compact line below the tutoring summary showing the student's name and grade.",390,560
inst-0796,"Should show roughly when the next milestone lands at this pace. And a full-width share button at the card bottom, progress-bar orange with white text. The badge name should lead the card, not the photo.",390,560
inst-0797,Change how the bottom buttons feel.,390,844
inst-0799,Swap the watchlist header's saved count for a sort control.,390,844
inst-0802,"Group the flat filter rows into two stages, and the top match-count banner's tone a bit different.",390,560
inst-0804,"Recast the sheet as a centered desktop dialog twice as wide, with Send at the bottom right. And show what recipients can do before sending.",390,560
inst-0805,Help parents and caregivers find family volunteering opportunities. Prioritize caregivers’ family suitability assessment over secondary details. Explain why the visible opportunities fit the family.,390,844
inst-0806,"Turn the wallet into a company travel allowance screen, replacing the funding button with “Request more”. Add a compact expense report button to the right of the ""Recent activity"" heading. Give the top bar a navy background with a white title and white icons.",390,844
inst-0807,Make it a supplier payment confirmation with invoice balance. Make the middle detail rows read as two kinds. And let users send this receipt to the supplier here.,390,844
inst-0810,"Each standings row should also show this week's movement. Top rank area reads as two pieces; make it one. Then the two section header lines look faint, strengthen their tone.",390,560
inst-0811,Change the confirmation panel to an account suspension review. Widen the page workspace on desktop. Make the decision feel unmistakably serious yet restrained.,390,560
inst-0813,Group promotions with the pricing details they affect.,390,844
inst-0814,Text in the purple charge block is faint — make it crisper.,390,560
inst-0815,Make the follower list avatars different for each person.,390,844
inst-0816,Change what the note under send says.,390,844
inst-0817,Update the About screen for a family budgeting service. Prioritize the service overview and family trust over release details.,390,844
inst-0818,"Group the notes under ""Also related"" by relation type. Then make the top match card navy with white text, chip and button white-outlined.",390,560
inst-0819,Add a small clear button at the trailing edge inside the maximum nightly price field.,390,560
inst-0820,The title should read before the rows below it.,390,844
inst-0821,"Support couriers coordinating active deliveries. Center the desktop main area as two columns: caller details left, delivery stop and call controls stacked right. Change what stands out in call controls.",390,844
inst-0822,"Make this show who's booked and with which therapist. Rebuild the whole screen layout for tablet — and month stepping is the row's main control, toggle separate.",390,844
inst-0823,"Change the article topic and intended audience. Turn the practice list into three compact groups for before, during, and after the discussion, with nested actions. Change the hero illustration’s feel.",390,844
inst-0824,"Make this a donor-facing campaign progress page; swap the next-transfer row for campaign time left. Change what the top photo shows, and make the accent read as the campaign color, all one family.",390,560
inst-0826,"Turn the impact list into a compact three-stage timeline: access removal, content erasure, then recovery period. Add affected shared workspaces to the account summary.",390,844
inst-0827,"Convert account creation to artist setup and remove social sign-up. Add a compact ""Artist Name"" field above ""Email"" in the signup form.",390,844
inst-0828,Make the tagline name the clinic site and the tech's role. Then make the loading bar and its label read like equipment status.,390,844
inst-0830,Make workout context and timing easier to scan in less space. Update the live indicator styling.,390,560
inst-0832,Show the cancellation deadline and refund eligibility in the confirmation summary.,390,844
inst-0833,Merge the logo square and app name into one unit.,390,844
inst-0834,"On desktop, center the invitation screen in two columns: form left, pending invitations right.",390,560
inst-0835,Move each row's quantity stepper somewhere else.,390,844
inst-0836,Change what stands out in the caption. Add a compact bookmark button to the top bar immediately before the close button.,390,844
inst-0837,"Make the transfer screen for overseas supplier payments, with invoice reference replacing the memo. Change the payment details card structure.",390,844
inst-0838,"Turn the visual picker into a classroom feedback badge picker for teachers, replacing stickers. Reorganize the selection flow in the picker body. Then add one short line below the selected badge name explaining its student-facing feedback meaning.",390,560
inst-0839,"Add a message count to each group heading. Filters should read as screen-wide, pinned card as first content. And pink highlights all pop — tone them down.",390,844
inst-0840,Change the recovery signals list order.,390,844
inst-0842,Make note search directly accessible. Make the process feel more visually rhythmic.,390,844
inst-0843,"Split the answer and submission area into stacked panels: choices first, then check action and helper text. Replace the right-hand completion percentage with a compact label showing the current question’s difficulty.",390,844
inst-0845,Make the situation feel different. And make keeping the booking feel safer and more prominent. Let diners modify their booking instead of canceling it.,390,560
inst-0846,"Make this a driver's licence test prep screen, not onboarding. Rework what's in the top bar, and relocate the small helper line above the red button.",390,844
inst-0849,Change the Activity screen layout for tablet.,390,844
inst-0851,Add a small gray line with the upcoming episode title and runtime below the channel line.,390,560
inst-0852,Let users leave without pinning the plan. Make room in the header for another action. Make the pinning prompt stand out with purple accents.,390,560
inst-0853,"Turn the hobby chips into services offered, add a starting rate line under the display name. The three middle sections, group them differently. And let them check the client view before moving on.",390,844
inst-0855,"Add a two-line note list right under the photo, one per pin: number, author initials, one comment line.",390,844
inst-0856,Make related answers easy to find together by topic.,390,844
inst-0857,"Fill the three rows with the beige behind the card, add left-right breathing room, darken dividers one shade.",390,560
inst-0858,"Add one compact line below the purchase count showing the remaining items’ combined price. Keep completed items below unfinished ones, and make them more compact with subtler images and details.",390,844
inst-0859,Make the order alone show which settings still need attention. Then add a white pill button right of the note line in the blue card that starts the step.,390,844
inst-0860,Change the product list to show a ranking. Add a short rating and review summary at the end of each product detail line. Add a small bookmark button beside each product price in the ranking.,390,844
inst-0861,Add an edit link to the stay details line.,390,560
inst-0863,"1. Add one line under the address with number of nights and check-out date, same small gray. 2. Let users start check-in from this card. 3. Move the countdown to its own line under the title, much larger; app name one step smaller.",390,560
inst-0864,Rework what reads first: code or Copy.,390,560
inst-0865,Turn the overall achievement screen into a tablet layout with the achievement card centered on a wider canvas. Strengthen the achievement identity and use space efficiently. Change the order below the milestone panel.,390,560
inst-0866,"I'd like this to be a patient check-in feed — rows show prescribed session and outcome, like/comment counts become a reviewed marker. Rework what comes first in check-ins. Then add therapist name and unreviewed check-in count to the top bar.",390,844
inst-0868,Card floats; make it read like a flat printed slip.,390,560
inst-0870,Make expiring items catch the eye before the saved list.,390,844
inst-0871,"Make each listening status easy to scan in sequence. Replace the track total right of ""Recordings"" with a compact title-and-duration sort button.",390,844
inst-0874,"Add manual code entry to the instruction panel. Keep all three scanner controls in one row, with the middle scan control wider than both side controls.",390,844
inst-0875,"Rework how the instructors are listed. And make both bottom buttons pills, fill the wide one deeper green than the chips, keep Reset white.",390,560
inst-0876,Offer busy families weekly meal ideas by time commitment. Make it read as an ordered journey from planning to preparation. Make the featured card feel different.,390,844
inst-0877,"Make the text beside the photo a workplace team step challenge, calories line → team rank. Widget as one narrow column for a smartwatch face, drop the photo, keep number and bar. Then add a full-width pill button right below the updated-time line that opens the full standings.",390,560
inst-0879,Make the overall organization feel different. Add the covered service period to each invoice row.,390,844
inst-0880,Make the curriculum feel like a progressive learning path. Change what's in the curriculum heading.,390,844
inst-0881,Rework what situation this screen is for. Then make the progress bar at the top stand out more.,390,844
inst-0883,Make pending and mutual followers clear at a glance.,390,844
inst-0884,Change the group profile to a volunteer organization profile. Let prospective volunteers contact organizers before committing.,390,844
inst-0885,"Make this about closing a departing teammate's account and their files, and make keeping read as the default and deleting take a second look.",390,560
inst-0887,"Rework what the 'Try another way' rows say. Make ""Didn't get the text?"" one block with the button above, and replace the six code boxes with thick dark gray underlines, last one green like the button.",390,560
inst-0889,Let me compare the edited result against the original directly.,390,844
inst-0890,Give all three cards dark gray outlines and remove their shadows for a flatter look.,390,844
inst-0892,Separate the three terms clauses. Replace the consent-date note with a decline-and-exit action.,390,844
inst-0893,Turn the move panel into a recipe-to-meal-plan mover with prep and cooking time in the preview.,390,560
inst-0894,Make times read right after the step numbers.,390,844
inst-0895,"Make the lower information area one timeline: compact trip-and-place summary, then recording start and markers chronologically. Let users rename the recording without leaving the screen. Give the waveform a different feel.",390,844
inst-0897,Make this a desktop page with wide centered content and primary navigation on the left. Make what stands out in reviews different. Make the rating overview card feel flatter and more integrated.,390,844
inst-0901,Make the renewal date visible too. Make the verification status badge open the verification details. Make account security appear earlier in the page flow.,390,844
inst-0902,"String 01–03 as circles on a vertical line at left, fill the first teal, drop dividers. Make the bottom button do more. And add one line under the supporting sentence with free members and storage, same gray, slightly smaller.",390,844
inst-0903,Adapt the screen for desktop. Make each collection’s current storefront position explicit.,390,560
inst-0904,"Show at a glance whether the average rose or fell, and total sleep read first, date second.",390,844
inst-0905,"Change the confirmation header's visual order. Make the ""Order Summary"" card white with a thin light-gray outline instead of peach. Arrange the bottom button differently.",390,560
inst-0906,"Rewrite the note under the button to name what's applied. Make the intensity read with the filters, not the stickers. And change how the sticker chips feel.",390,560
inst-0907,"Give the lead story card a very light purple background and purple outline, keeping its shape and content.",390,844
inst-0909,"Rebuild as a wide desktop panel: icon, heading, note left, detail rows right, buttons side by side. Then, add a small copy action with a copy icon right of the reference line at the card's bottom.",390,560
inst-0910,Change the welcome section to introduce local volunteer help.,390,844
inst-0911,Adapt the whole screen for desktop. Change the results list layout. Add search saving to the results heading.,390,844
inst-0913,Help sales teams compare reps by weekly closed revenue. Stack the larger current rank above the gap to the next place and left-align both.,390,560
inst-0915,"Rewrite title, subline, and row wording into a maintenance request inbox. Then regroup the two time-based sections by urgency. Add a request count to each filter chip.",390,844
inst-0917,Clarify whether they can be invited back in the removal explanation.,390,560
inst-0918,"Make the green button dominant, Cancel quieter.",390,560
inst-0919,"Make the card staff-side; show units held instead of price. Then split the middle rows into two groups with small grey headings — soon-to-be-cleared on top, rest below.",390,560
inst-0920,"In the featured episode card, shrink artwork, center details, and place a larger play button far right.",390,844
inst-0922,Keep yellow only on the progress bar.,390,844
inst-0923,"Looks like a phone; make it read as a tablet sign-in. Show account name and last sign-in in the greeting, and arrange the two other sign-in rows differently.",390,844
inst-0924,"Change the reminder editor for caregiver-managed medication. Move the time setting row directly below the large time display and above the recipient-and-dose line. Then, add a compact change-recipient button at the end of the medication recipient line.",390,844
inst-0927,Make it feel like a saved recipe collection for home cooks. Make the bottom button narrower and center it beneath the photograph.,390,560
inst-0928,"Pull the score and stars into a centered full-width row above the bars, larger, count centered under. Then drop the divider lines, put each review on a light gray rounded block, initials circle white.",390,844
inst-0929,"Turn the conversation into a volunteer event coordination thread, replacing meetup talk with availability and handoff details. Indent the second comment beneath the first and make its content area slightly narrower. Make the header solid navy with white controls and title, keeping the supporting line secondary.",390,844
inst-0930,"Add a small clear button inside the right end of the email field. Move the Sign in prompt to the bottom of the screen and keep it centered. Change the top header to dark gray with white navigation, service name, and help text.",390,844
inst-0931,Group the feature comparison table rows.,390,844
inst-0933,"Drop the trip bookings row, add cash pickup point. Then rework how the recent list is grouped — and make the top amount panel darker than the blocks below.",390,844
inst-0934,Turn the right-side channel labels into compact blue pill badges with white text.,390,560
inst-0935,Let users narrow the list to one event kind here.,390,560
inst-0936,Change how the screen is organized. Make the workout something people can follow in order. Also add required equipment to the workout facts row.,390,844
inst-0937,"Add a share action to the top header. Move the card with the arrow rows up, then fill the two unselected tabs with light gray and drop their outlines.",390,844
inst-0941,Address patients whose clinic appointment booking failed. Change the bottom link to contact the clinic directly.,390,560
inst-0942,Change the map screen into a campus shuttle map. Add a compact bell button beside the selected stop card’s primary action for departure reminders.,390,844
inst-0943,Add a share button to this card. Then shrink the top photo to a small square and place it left of the title.,390,560
inst-0945,Separate the preferred method from the others in saved methods. Add a compact make-default button at each other-method row’s end beside its account details. Make the preferred and other method groups visually distinct.,390,560
inst-0946,"Change the monthly member goal to a neighborhood food drive, with donated-item total replacing member count. Add one line beneath the deadline showing where to take collected items. In the progress area, stack the ring above the details and center the group on screen.",390,560
inst-0947,"Let readers judge each block's intensity before joining. Make the bottom attendee line purple with a chevron on the right, tapping opens the full roster, and then move the remaining spots card higher up.",390,844
inst-0948,Use a tablet layout: place the Series card left and stack Teacher and Episode cards right. Make each episode's skill focus visible. Give the course detail a learning-focused editorial feel.,390,844
inst-0950,Make the selection stages clearly ordered.,390,560
inst-0951,Make it fit parents using a school-family communication service.,390,560
inst-0952,"Read as a wide desktop dashboard, not a phone screen.",390,844
inst-0954,"Restructure the three numbered steps, and the feature name should be seen before the photo.",390,560
inst-0955,"Create a desktop workspace: primary navigation in a left rail, existing content centered. Add the exact expiration date to each record’s details.",390,844
inst-0957,Make timeline sections immediately recognizable. Then distribute the three folder tabs evenly across the full width of the tab row.,390,844
inst-0958,"Adapt the screen for a desktop environment. Add owner and last-updated information to the trip details. Add offline copy download to ""Archive"".",390,560
inst-0959,"Add a ""Message"" button next to Following too. Change where the follower counts read, and then change the tone of the bottom notification row.",390,560
inst-0961,"Add one line under the meter bar with days left and average daily use, in the same light lavender as the labels.",390,844
inst-0962,Make it feel more personal and profile-like.,390,844
inst-0963,Enlarge the image and name in the top featured block.,390,844
inst-0964,Show the available credit expiration date. Change how the coupon header is arranged. Make first coupon’s expiry badge feel different.,390,844
inst-0965,Add that the selected quality uses more data.,390,844
inst-0968,Rework how the divider row is arranged.,390,560
inst-0969,"On desktop, make the loading card wider, with the spinner left and text right.",390,560
inst-0970,Give the Overdue badge its own color.,390,560
inst-0971,"Make the briefing cover navy with white type, keeping its existing content and layout.",390,844
inst-0974,"Change what this screen identifies. Make recent scans read first by when they were taken — and need a way to find plants by name, without the camera.",390,844
inst-0975,Adapt the profile list for desktop.,390,560
inst-0976,Change how the two checkboxes group.,390,844
inst-0977,"Split the card into two labelled groups — recipient and arrival on top, reference under a divider. Then one short gray line with the send date and time right under that gray line.",390,844
inst-0979,"Fill the ""Add card or bank account"" strip with the ""Expired"" red, label and plus white.",390,844
inst-0980,Show the product row differently.,390,844
inst-0983,"Make the Balance screen a desktop layout with the balance summary beside recent earnings. Turn the recent earnings list into a compact table with separate release, royalty detail, and amount columns. Make the balance card feel different.",390,560
inst-0984,"Add license coverage and refund terms near the buy button. Make the product title lead and the price read as detail, and the screen feels too warm — make it cooler and crisper.",390,844
inst-0001,Change this screen for restaurant reservations so diners can find openings. Adapt the screen for desktop. Change the restaurant result cards’ visual style.,390,844
inst-0003,Change the screen to a local food bank volunteer schedule and replace each message preview with shift times. Make same-day shifts feel like one group. Change the top header background to dark green and the title and icons to white.,390,844
inst-0004,Make the screen desktop-wide and easy to scan.,390,560
inst-0005,Change what this badge card is about.,390,560
inst-0017,Rebuild this screen for desktop.,390,560
inst-0025,"Adapt the screen for desktop, keeping the goal and both queues visible. Make the total remaining time visible at a glance.",390,560
inst-0027,Make it a children’s language-practice service parents can trust. Add a compact full-width button directly below the child-privacy summary that opens parental controls.,390,844
inst-0028,Rebuild this screen for a tablet. Then the three tag chips fill-free with a thin purple outline and fully rounded ends.,390,844
inst-0033,Show more discount detail in the order summary.,390,844
inst-0036,Make the screen use tablet space without widening its content column.,390,844
inst-0038,Change the screen to a desktop view. Arrange the rankings with leading members in a podium above a compact list of remaining members. Change the color treatment of the podium area.,390,560
inst-0042,"Rebuild this screen for desktop. Rearrange the three product rows in the first answer, then change the reply chips' look a bit.",390,844
inst-0043,Adapt the screen for desktop. Change the deletion card’s surface styling.,390,560
inst-0050,Make the filled part of the progress bar stand out.,390,560
inst-0051,Adapt the booking screen for desktop. Make lodging context and urgent booking tasks easy to scan together.,390,560
inst-0053,"Let me filter the ""Start time"" list. Top photo banner's too tall — halve its height so the times move up, and then rework the coloring of the time chips.",390,560
inst-0055,"Let one topic's help all sit together. Then make the top band white with near-black title, and the search field a light gray rounded pill.",390,844
inst-0059,"Make the screen smartwatch-sized, vote count visible at a glance. Then split the reaction area into two labelled groups — my vote and everyone else's — and drop the divider.",390,560
inst-0061,"Change this so library users can report damage to borrowed books. Move the institution name below and right of the task title, and make it smaller. Use cream backgrounds and dark navy lines in the damage-type list, with very pale blue on selected items.",390,560
inst-0062,"Merge the saved places and recent searches cards into one list grouped by city, with a single header keeping the manage link. Add another way to enter an address in the search block. And then make clear which nights this address is for, here.",390,844
inst-0063,Change the target user for this screen. Reorganize the crop panel controls.,390,844
inst-0066,"Retarget to a property manager: top totals units, rows list building, units, last inspection; drop the lock icon. Then rebuild the screen for tablet: summary beside the building lists, bottom tab bar as a left rail.",390,844
inst-0070,Change the order of the at-a-glance list. Add estimated reading time to the publication and update date line. Change the color treatment of the “Full policy” button.,390,844
inst-0072,"Switch to technician view; make the price panel a work order. Then group the list under the video by progress order. Make the footage clearer, keep controls easy to read.",390,844
inst-0073,"Switch it to the homeowner, showing today's on-site progress — and make the caption card feel heaviest, still easy to read.",390,844
inst-0077,Add information about who each reply author is. Change what leads in the product preview.,390,844
inst-0078,"Make the screen a tablet layout. And the dots under the dates barely show — make them dark navy, bigger, and more spaced.",390,844
inst-0081,Adapt the screen for desktop and keep attention on the decision. Make the decision area compact and the primary action clear. Make the permission note expandable.,390,560
inst-0082,"Change the screen to a desktop version. Each invoice row should let you download the PDF, and move the title block to a full-width band above both columns, name much bigger than the amount.",390,560
inst-0088,Add a way to clear the email field. The clock card's order in the form should change. Change the top bar's color.,390,844
inst-0090,"Make the screen desktop: chat list on the left, thread and composer wide center, no bottom tabs.",390,844
inst-0094,"Retarget the screen to shop owners watching wholesale restocks and cost; bottom line lists covered supplier catalogues. Then split into two labelled groups — what the owner sets up, what runs automatically — and drop the numbers. Fill the top banner with the same solid yellow as the bottom button, icon in dark gray line work.",390,844
inst-0101,Move this screen to desktop. And then let people check the password they typed.,390,844
inst-0102,Change the booking screen for desktop. Use the width and show the message and next step together. Add a saved-stays button to the top bar.,390,844
inst-0106,"Make the screen desktop, using the full width. And add one more action to the bottom buttons.",390,560
inst-0107,Add more management information to the guidance section.,390,560
inst-0108,Make this screen a desktop layout.,390,844
inst-0109,"Make the screen tablet-friendly, showing invites and pending items together. Change the invitation panel’s order and grouping. Make the remaining time visible for each pending invitation.",390,844
inst-0111,Change this screen's target audience. Let learners start a question from the course screen.,390,844
inst-0114,"Switch the card to nursing alumni mentoring and replace the people rows, and then turn the bottom three thumbnails into ordered steps.",390,560
inst-0117,Make the screen use the wider desktop workspace. Separate the content in the chart card. Add report export to the page heading.,390,844
inst-0118,Change the target user for this screen. Split the bottom sliders into groups by type — and then let sellers see what the original photo is before cropping.,390,844
inst-0122,"Switch to a warehouse picking app so pickers speak hands-free. Move the screen to a smartwatch — drop the top photo, keep the headline and one line. Then keep them stacked but make allow taller with a bigger label, and shrink decline to a small centered line with a gap above.",390,560
inst-0124,Move this screen to tablet. And show personal and circle chats as separate blocks in unread — show each person's presence status in Active now.,390,844
inst-0125,Make it serve community volunteers preparing for assigned shifts.,390,844
inst-0126,Restyle the Chapters timestamps to stand out more.,390,844
inst-0128,"Make this screen a business trip approval request. Show which days and how many nights at each stop, and add a plain ""save and finish later"" text action centered under the bottom button.",390,844
inst-0138,Adapt the screen for desktop.,390,844
inst-0140,"This screen should move to desktop. Change how the comments are grouped, and then show who uploaded the document and when it was updated.",390,844
inst-0145,Make the screen feel properly proportioned for desktop. Make the recommendation and visibility note easy to scan together.,390,560
inst-0152,"Shift the screen to desktop so everything shows without scrolling. Then group by when circles meet, not membership.",390,844
inst-0163,Make the transaction being moved read before the folder list. And put color on the selected folder row.,390,560
inst-0165,"Change the bottom list to a different service, then change the screen for tablet.",390,844
inst-0166,Adapt the screen for tablet use. Add an episode synopsis to the Now Playing section. Reposition the playback preferences panel.,390,560
inst-0181,Change how information is arranged in review card headers. Make the rating breakdown more distinctive and visually engaging.,390,844
inst-0193,Switch to school IT admins; show install and support info.,390,844
inst-0195,Let people find one kind of activity without scanning every row.,390,560
inst-0200,Adapt the screen for desktop. Change how the checklist is grouped by status. Add a compact line beneath the privacy note with the circle name and meeting date.,390,844
inst-0201,Move the screen to desktop for messaging with item context visible. Make the item's appearance and condition clear at a glance. Let users confirm the proposed pickup from the conversation.,390,844
inst-0202,"Make the screen a tablet layout that uses the width. Under ""Coming up"", enlarge only the next step's thumbnail, and make Back look pressable, still weaker than Next.",390,560
inst-0204,"Change the target user for the store profile card. Rebuild the whole screen for desktop, and then add the dish name and price to each bottom thumbnail.",390,560
inst-0205,"Adapt the screen for a tablet. Make the featured offer one side-by-side card, with image left and details and action right.",390,844
inst-0212,"Make the screen read as built for desktop. Then the ""Ranked 3rd"" note needs a different spot.",390,560
inst-0215,"Make the screen desktop-friendly so achievements are comfortable to view. Arrange the achievement card in a balanced side-by-side layout, with the header left and description and details right. Change the achievement header’s color treatment.",390,560
inst-0216,Change the screen for desktop. Make the question count information more detailed. Add another navigation action to the answer controls.,390,844
inst-0224,Move this room screen to desktop.,390,844
inst-0234,Rebuild this screen for desktop. And the yellow block reads as a warning — keep it first but friendlier.,390,844
inst-0240,"Adapt the screen for desktop. Make end call faster to find without sidelining other actions. Give the consultation details card a pale purple background, dark purple heading, and purple-gray dividers, without changing content.",390,844
inst-0245,Adapt the screen for tablet and keep the error message clear. Make the failure state more visually distinct.,390,844
inst-0259,"Change the top heading to a manager's move-out inspection. Move the screen to tablet so the photo is large and the mark list stays visible, then add a short severity word to each mark row, after the description, before the time.",390,560
inst-0260,Make this a public charging session timer showing charge and cost.,390,560
inst-0264,"Change the search rows to renal-patient view, show sodium and potassium. Let food results be sorted by mineral value, and reposition the ""Saved meals"" block.",390,844
inst-0267,Adapt the screen for a tablet. Group the results by content type.,390,844
inst-0271,Make the lodging story a first-time park hiking guide; replace the featured stay with a compact readiness summary. Recast the headline and description as a short stacked itinerary with time-of-day stage labels.,390,844
inst-0276,Adapt the screen for desktop. Change how the track list is grouped. Change the header's color treatment.,390,844
inst-0277,"Change how the three lines in ""Reserved"" are grouped, and let users change or cancel the booking here. Also, change the color of the top purple banner.",390,844
inst-0281,Switch to food-safety certification prep with situation-based questions. Change the screen to a tablet layout. Then add a small flag button in the top bar right of the question count to mark for later.,390,844
inst-0283,Make this a desktop screen. And add a bit more info to the two dates. Shift things around within the three invited rows.,390,844
inst-0300,"Rework the screen for desktop. Add a download button at the far right of each invoice row, after the amount.",390,560
inst-0304,"Make the screen feel native as a desktop experience. Split the transfer workspace into side-by-side stages: recipient selection and recent people, then amount entry and review. Change the styling of the amount-entry stage.",390,844
inst-0309,"Change who this screen is for, then group the member list by whether they hit target.",390,560
inst-0313,Make this screen a tablet layout. Let me open other weeks from Curriculum. And move the progress line and change its size.,390,844
inst-0314,Change the screen to a desktop format. Make the learning progression easy to scan by stage.,390,844
inst-0315,Add timing information to the next-step guidance.,390,560
inst-0345,"Change the whole screen to customer support ticket routing and show priority in the current ticket summary. Give the queue list title a create action. Stack the bottom ""Move"" button above ""Cancel,"" with both buttons the same width.",390,560
inst-0346,"Make the screen desktop so everything reads at once without scrolling. Make the card's top label read first, then make the magenta bar under the chart white-filled with magenta outline, text and icon; keep size and place.",390,560
inst-0347,"Make the product detail screen caregiver-focused for older adults, replacing purchase options with medication and health-condition cautions. Change the per-serving section’s order on the page. Make the top product introduction panel pale gray, with navy headings, dark gray text, and blue chips.",390,844
inst-0351,Change how the detail list groups information. Add another action to the version badge. Give the app mark a different brand feel.,390,844
inst-0352,"Move this screen to a tablet. Show more time detail in each agenda row, and change the color of the calendar bars.",390,844
inst-0353,Make this screen a medication planner for family caregivers. Rework the medication plan summary in the reply.,390,844
inst-0357,"Adapt the screen for desktop. Make signup methods easier to compare with less scrolling. Add explanatory text to the ""Work email"" field.",390,844
inst-0358,"1. Switch the screen to desktop: widen the waiting card into a centered panel, drop the phone-width frame. 2. Add a cancel button at the bottom of the card. 3. Move the progress bar up and make it thicker",390,560
inst-0360,"Make it a shared-desk clinic staff sign-in; add a work-site line under the password, drop recent accounts.",390,844
inst-0361,Change this to a different service. Adapt the screen for desktop. Add more information to the alert cards.,390,844
inst-0364,Adapt the screen for desktop. Make balance and plan progress easy to compare at a glance.,390,560
inst-0366,"Turn ""Recently Deleted"" into a team recycle bin, replacing thumbnails with file-type previews. Add the deleting team member’s name to the metadata line beneath each file name.",390,844
inst-0367,"Rebuild the editing screen for desktop, and then separate the Size slider from the angle sliders.",390,844
inst-0368,Change the screen to a desktop view. Change the upgrade card’s visual styling.,390,844
inst-0369,Let me tap the sort text by 'All followers'. And make the profile spot stand out when scanning rows.,390,844
inst-0371,"First, move this screen to desktop. Second, add one more piece of info to each folder row.",390,560
inst-0372,"Make the screen a desktop view with one compact content column in a wider, centered workspace. Add a reversal action to the ""Save"" button.",390,560
inst-0375,Make the screen desktop so repeat settings show at a glance. And the three date rows look heavy — change their background.,390,844
inst-0378,Change this screen to target a different audience. Add a small add-recipient button at the right edge of the reminder delivery row.,390,844
inst-0380,"Replace the terms text with a clinical trial consent form. Then rebuild the whole screen for desktop, and enlarge the version and date, split off the section count.",390,844
inst-0384,"Make it for drivers extending parking, with location and added cost. Make it possible to confirm and pay for the selected extension.",390,560
inst-0393,Change the target audience for this screen. Reorganize the service terms clause list. Then add the employer’s information access scope to the top review notice.,390,844
inst-0395,Adapt the screen for desktop. Rearrange the retention chart and chapter breakdown.,390,844
inst-0399,Change the screen for tablet use.,390,844
inst-0402,"Make the screen a desktop layout — a centered floating dialog, and drop the drag handle. Then regroup the actions under the button — and make the top summary tell more.",390,560
inst-0403,Make it for patients to check healthcare communications. Show the next appointment date and time. And make the care topic catch the eye first.,390,844
inst-0412,Change the screen for desktop. Add flow guidance above the primary button.,390,560
inst-0421,Retarget to traveling nurses picking housing near their hospital. And move this screen to a tablet layout.,390,844
inst-0426,Adapt the screen for tablet.,390,844
inst-0430,Move the screen to desktop and use the full width.,390,844
inst-0431,Change the checkout screen to caregiver order review.,390,844
inst-0435,Make the question stand out without changing the layout.,390,844
inst-0440,Make it a desktop screen showing all stories at once.,390,844
inst-0441,"Adapt the screen for desktop. Divide feature comparison into labeled course access, learning support, and account benefit sections; keep plan columns aligned.",390,844
inst-0442,Rebuild this whole screen for a smartwatch. And rearrange the badge art and title at the top.,390,560
inst-0448,Add a collection action to the lodging photo.,390,844
inst-0449,Move this screen to desktop.,390,844
inst-0450,"Move the screen to desktop, all visible without scrolling. Show how much of the shared plan is used. And make the listening summary card the first thing seen.",390,844
inst-0456,Make the screen a full-window desktop experience with existing content in a centered workspace. Create a stronger focal point in the wider workspace. Let users also leave the failed portfolio view.,390,844
inst-0458,Adapt the screen for tablet viewing. Make workout discovery focus on low-impact activities for older adults. Let people assess suitability before seeing matching activities.,390,844
inst-0463,Make the screen wide and mouse-friendly for desktop. Rearrange what appears first in the main area.,390,844
inst-0464,Move the booking screen to desktop. Then group the start times differently.,390,560
inst-0467,Adapt the screen for a smartwatch.,390,560
inst-0469,Make the screen tablet-sized with selection and next controls visible.,390,560
inst-0473,"Make the screen desktop-ready, using width without stretching content. Make the latest support request and progress visible at a glance. Make the next action clear and distinct from help content.",390,844
inst-0475,Add a support contact to the Information card. Then rework how much vertical room the green hero takes.,390,844
inst-0478,Make the screen desktop-ready for editing products while reviewing orders. Change the discount grouping in the promotion details. Give each product another action users can take.,390,844
inst-0480,Adapt this screen for desktop use. Let users switch between front and back body views to annotate.,390,844
inst-0482,Make the screen a desktop overview for quick comparison. Let users move the weekly date period backward and forward.,390,560
inst-0484,Make this screen for teachers signing up for school use. Make account and school information read as distinct stages. Change the primary button’s styling.,390,844
inst-0490,Adapt the screen for desktop.,390,560
inst-0492,Change the screen for desktop use. Group the task sections by financial account. Add review reasons to the open task details.,390,844
inst-0497,Change the action started by the bottom button.,390,560
inst-0499,"Move the screen to tablet as a centered card on a dimmed backdrop, buttons shrunk into a row. And add what's missing to the middle benefit list. Center the pin icon, app label and headline, and make the icon twice as big.",390,560
inst-0518,Change the screen to a tablet layout.,390,844
inst-0519,Move this screen to desktop.,390,844
inst-0520,Change the recommendation card’s target audience. Emphasize the recommendation image and caption. Add another action to the bottom recommendation button.,390,560
inst-0522,Change this screen for a different target audience. Make the screen use wider desktop space well. Reorganize the shift information below the title.,390,844
