set_id,unit_ordinal,target_name,method_level,text
inst-0492,3,Content & Information,2,Add review reasons to the open task details.
inst-0493,1,Functionality & Behavior,4,Change how the result count is shown.
inst-0493,2,Layout & Hierarchy,3,Make the page title read first and service identity secondary.
inst-0494,1,"Situation, Context & Scenario",4,Change what this screen is about.
inst-0494,2,Style,4,Give the top button a different tone.
inst-0495,1,Layout & Hierarchy,2,Make the main preview more prominent.
inst-0496,1,Content & Information,3,Show which card was charged right on this screen.
inst-0497,1,Functionality & Behavior,4,Change the action started by the bottom button.
inst-0498,1,Flow & Information Architecture,1,"Move the statistics strip directly above the model allocation rows in one at-a-glance block, followed by About."
inst-0498,2,Content & Information,2,Add participation expectations to the About section.
inst-0498,3,Functionality & Behavior,3,Let users open each full group note.
inst-0499,1,Environment,1,"Move the screen to tablet as a centered card on a dimmed backdrop, buttons shrunk into a row"
inst-0499,2,Content & Information,4,Add what's missing to the middle benefit list.
inst-0499,3,Layout & Hierarchy,1,"Center the pin icon, app label and headline, and make the icon twice as big."
inst-0500,1,"Situation, Context & Scenario",2,Turn the call screen into a remote care consultation.
inst-0500,2,Content & Information,2,Replace the consultation metadata with the visit reason and scheduled time.
inst-0501,1,Layout & Hierarchy,2,"Move the ""Attached readings"" block up."
inst-0501,2,Style,3,Make the top bar read as its own band.
inst-0502,1,Environment,2,Adapt the screen for a desktop display.
inst-0502,2,Style,4,Give the main card a different feel.
inst-0503,1,Functionality & Behavior,1,"Add a tappable 'Discard edits' at the right end of the top context line, red like the archive text below."
inst-0503,2,Layout & Hierarchy,2,"Weekly target line reads too loud, make it quieter."
inst-0504,1,"Situation, Context & Scenario",1,"Turn the booking history into equipment rental history, replacing each row’s destination with the pickup site."
inst-0504,2,Layout & Hierarchy,2,Differentiate the rental date from the reference number.
inst-0504,3,Functionality & Behavior,2,Add equipment category filtering to the history tools row.
inst-0505,1,Environment,1,"Widen to a desktop window, center the follower list, move the bottom tabs to a left vertical nav."
inst-0505,2,Functionality & Behavior,2,Add search to the follower list.
inst-0505,3,Layout & Hierarchy,1,"Make both group headings clearly larger and near-black, with more space above them than below."
inst-0506,1,Environment,2,Adapt the legal document screen for desktop.
inst-0506,2,Style,2,Change the feel of the Key Points panel.
inst-0507,1,Flow & Information Architecture,4,Rework how the middle sections read in order.
inst-0507,2,Style,2,Give the bottom order bar a tone apart from the content
inst-0508,1,Content & Information,2,Add learner satisfaction to the course information.
inst-0508,2,Style,2,Make the bottom enrollment bar more prominent.
inst-0509,1,"Situation, Context & Scenario",3,"Show the courier's progress in the run, not the shopper's parcel."
inst-0509,2,Environment,1,"Fill a watch screen with the card, drop the top labels, center status, progress and time large."
inst-0510,1,Layout & Hierarchy,4,Change the order within the instruction block.
inst-0510,2,Style,1,"Give the map preview an off-white base, light gray roads, and header-matching dark green route markers."
inst-0511,1,Layout & Hierarchy,4,Change the subscription information order.
inst-0512,1,Content & Information,1,"Under the green hours figure, add the change vs last week with an arrow, in small dark gray"
inst-0513,1,Flow & Information Architecture,2,Prioritize the courses in the course progress list.
inst-0513,2,Functionality & Behavior,4,Make the active-course count behave differently.
inst-0514,1,Content & Information,3,"Show live buyer interest, not just cumulative totals."
inst-0514,2,Functionality & Behavior,3,Let the seller keep photos and price history even when deleting.
inst-0515,1,Flow & Information Architecture,4,Show the recent followers list differently.
inst-0515,2,Content & Information,2,"Add a follow-back count to ""Recent followers""."
inst-0516,1,Flow & Information Architecture,3,The subjects should read as two kinds at a glance.
inst-0516,2,Functionality & Behavior,2,Let the reminder time be changed on that card.
inst-0517,1,"Situation, Context & Scenario",2,Swap headline through saved list to offline job packets.
inst-0517,2,Content & Information,3,Show by when offline packets must be refreshed.
inst-0518,1,Environment,4,Change the screen to a tablet layout.
inst-0519,1,Environment,4,Move this screen to desktop.
inst-0520,1,"Situation, Context & Scenario",4,Change the recommendation card’s target audience.
inst-0520,2,Layout & Hierarchy,2,Emphasize the recommendation image and caption.
inst-0520,3,Functionality & Behavior,4,Add another action to the bottom recommendation button.
inst-0521,1,Content & Information,4,Show more info per Ways to begin row
inst-0521,2,Functionality & Behavior,2,Make the options header count switch the sort order.
inst-0521,3,Layout & Hierarchy,3,Let the heading and Deposit button lead the top.
inst-0522,1,"Situation, Context & Scenario",4,Change this screen for a different target audience.
inst-0522,2,Environment,3,Make the screen use wider desktop space well.
inst-0522,3,Flow & Information Architecture,2,Reorganize the shift information below the title.
inst-0523,1,Flow & Information Architecture,4,"Rework how the ""New this week"" list is structured."
inst-0523,2,Content & Information,4,Up next in your queue needs more info.
inst-0523,3,Functionality & Behavior,4,Give Continue listening panel more to do.
inst-0524,1,"Situation, Context & Scenario",2,Change the podcast feedback screen to language-learning audiobook chapters.
inst-0524,2,Content & Information,2,Change the satisfaction scale to measure chapter comprehension.
inst-0525,1,Environment,1,"Rebuild for tablet — big card left, small rows right, pin count footer full width below."
inst-0525,2,Functionality & Behavior,2,Let readers reorder the smaller pinned rows.
inst-0526,1,Functionality & Behavior,2,Add composition grid show/hide to the camera tools.
inst-0526,2,Layout & Hierarchy,3,Make sure the posting audience is confirmed before capture.
inst-0526,3,Style,4,Change how the focus frame lines look.
inst-0527,1,Flow & Information Architecture,2,Rework the trip summary and destination list.
inst-0528,1,Content & Information,4,Change what reads first in the People with access count.
inst-0529,1,"Situation, Context & Scenario",2,Change the course access screen to a team language-training plan.
inst-0530,1,Style,1,"Make card near-black, title and finished count white, small text light gray, label and progress bar magenta."
inst-0531,1,Environment,2,Adapt the screen for a desktop display.
inst-0531,2,Layout & Hierarchy,4,Change what stands out in invitations.
inst-0532,1,Environment,3,"Change the screen to desktop, fitting a wide window."
inst-0532,2,Flow & Information Architecture,4,Group the settings by something else.
inst-0533,1,"Situation, Context & Scenario",3,Make this a blood-draw appointment booking with prep info.
inst-0533,2,Layout & Hierarchy,2,Make the selected date and time stand out more.
inst-0533,3,Style,1,"Make the selected day, time slot, and confirm button deep green, with pale green fill for the day."
inst-0534,1,Functionality & Behavior,2,Add saved-plan editing to the bottom button.
inst-0534,2,Style,4,Make the success card feel different.
inst-0535,1,Flow & Information Architecture,1,"Group the Comments list into threads: indent replies under their parent, keep dividers only between threads."
inst-0535,2,Content & Information,2,Add some group activity info to the byline.
inst-0536,1,"Situation, Context & Scenario",1,Make the card a staff alert; swap the personal top line for the patient name and study night.
inst-0536,2,Flow & Information Architecture,3,Show clearly at which point the upload broke.
inst-0536,3,Functionality & Behavior,4,Let the bottom buttons do more.
inst-0537,1,Layout & Hierarchy,3,Make the active learning item the first focus.
inst-0537,2,Style,1,"Change the screen surfaces to white and light gray, with navy for active states and primary actions."
inst-0538,1,"Situation, Context & Scenario",3,Make this a lesson room showing who's present.
inst-0538,2,Style,4,Make the initials squares feel different
inst-0539,1,Flow & Information Architecture,3,Lead from order confirmation to the next action before purchase details.
inst-0540,1,Functionality & Behavior,3,Let users read the full note before picking a reason.
inst-0541,1,"Situation, Context & Scenario",1,"Turn the trip-stop reorder panel into a dispatcher delivery sequence, replacing stay details with delivery windows."
inst-0541,2,Layout & Hierarchy,2,Make the delivery sequence clearer in the stop rows.
inst-0542,1,Flow & Information Architecture,1,Group the two dates under Schedule and redemption under Liquidity in compact sections on the offer details card.
inst-0542,2,Functionality & Behavior,2,Make the issuer name under the product title clickable.
inst-0543,1,Functionality & Behavior,1,"Put a ""Soonest to expire"" sort control at the right end of the ""Removed from saved"" heading row."
inst-0543,2,Style,3,Make it obvious what to tap in each row.
inst-0544,1,Layout & Hierarchy,3,Make the scheduled date and time stand out first.
inst-0545,1,Functionality & Behavior,3,Let readers sort by price or distance from the card top.
inst-0546,1,Functionality & Behavior,3,Allow review of the filters currently applied.
inst-0547,1,Layout & Hierarchy,2,Top matches strip sits at the bottom — move it up.
inst-0548,1,Environment,2,Adapt the Account screen for tablet.
inst-0548,2,Content & Information,3,Make this week’s comparison with last week immediately clear.
inst-0549,1,"Situation, Context & Scenario",3,"Before sign-in, show this is business banking, not personal"
inst-0549,2,Functionality & Behavior,3,Let users switch country right from the top bar.
inst-0550,1,Content & Information,4,Change what stands out in post details
inst-0551,1,Style,1,"Remove the outline on both list boxes, fill with very light warm gray, keep row dividers."
inst-0552,1,Environment,4,Change the screen for tablet.
inst-0552,2,Functionality & Behavior,3,Make the ingredient amounts change with the serving count.
inst-0552,3,Layout & Hierarchy,4,Change what reads first in the nutrition row.
inst-0553,1,Functionality & Behavior,2,Make the serving count adjustable.
inst-0554,1,Flow & Information Architecture,1,"Pull the grayed current-folder row out of the list into the ""Currently in"" line under the title."
inst-0555,1,Flow & Information Architecture,1,"Split the session details list into two compact groups, with recording context above and storage destination below."
inst-0556,1,Functionality & Behavior,3,Let users apply a coupon without leaving this screen.
inst-0557,1,Environment,4,Adapt the screen for desktop.
inst-0557,2,Layout & Hierarchy,2,Rearrange the content in the goal card.
inst-0558,1,Functionality & Behavior,4,Rework the featured items card structure.
inst-0558,2,Layout & Hierarchy,1,"Move the progress bar and times under the title, above the play row; thicker bar, larger times."
inst-0559,1,Content & Information,1,Add the card network before the ending digits in each saved card title.
inst-0560,1,Style,3,Make the upload status the loudest thing on screen.
inst-0561,1,Layout & Hierarchy,2,Rework the episode summary at the top.
inst-0561,2,Style,4,Make the chapter list feel different.
inst-0562,1,Environment,2,Rebuild the whole screen for desktop.
inst-0562,2,Style,4,"Recolor the map area, different from now."
inst-0563,1,Environment,2,Adapt the confirmation dialog for desktop screens.
inst-0564,1,Flow & Information Architecture,1,"Split the ""Your spaces"" list into today, this week, earlier, each with a gray label above."
inst-0565,1,Environment,4,Change the screen to a tablet layout.
inst-0565,2,Style,2,Change the look of the rating summary panel.
inst-0566,1,"Situation, Context & Scenario",1,"Turn this card into tonight's act lineup, and replace each row's price-and-stock line with set length."
inst-0566,2,Layout & Hierarchy,4,Rearrange the bottom row's layout.
inst-0567,1,Flow & Information Architecture,3,Show what goes at grace period start versus the end.
inst-0568,1,Layout & Hierarchy,2,Reduce the height of the bottom navigation.
inst-0568,2,Style,2,Emphasize the workout video playback controls.
inst-0569,1,Flow & Information Architecture,3,Episodes just run flat — should read as grouped by air timing.
inst-0569,2,Style,3,Make the top title block read as its own block.
inst-0570,1,Environment,2,Change the booking screen for desktop.
inst-0570,2,Functionality & Behavior,2,Add result filtering to the weekend availability section header.
inst-0570,3,Style,4,Vary the look of each stay result.
inst-0571,1,"Situation, Context & Scenario",3,Turn this into a teacher grading a student's assignment.
inst-0571,2,Functionality & Behavior,4,Change finding people in the second group list
inst-0571,3,Layout & Hierarchy,4,"Count next to title, what reads first"
inst-0572,1,Style,4,Change the overall feel.
inst-0573,1,Content & Information,3,"Show every order's state, not just the refunded one."
inst-0574,1,Layout & Hierarchy,2,Rework the “Featured Voices” card structure.
inst-0575,1,Style,1,Fill the top item card with the light warm gray of the page background instead of pink.
inst-0576,1,Content & Information,4,Change the order under trashed items.
inst-0576,2,Functionality & Behavior,3,Make all trashed items permanently removable at once.
inst-0577,1,Environment,1,"Switch to a landscape tablet layout: recorder card left, markers list right, bottom tab bar to a left rail."
inst-0577,2,Layout & Hierarchy,3,Keep timer-to-waveform unbroken; make the minor detail weakest.
inst-0577,3,Style,4,"Recorder card, a different color feel"
inst-0578,1,Flow & Information Architecture,1,Change the album list to a featured top-album block above a compact list of the rest.
inst-0579,1,Functionality & Behavior,1,Add a small dark gray round close button with a white X at the photo's top-right.
inst-0580,1,Functionality & Behavior,1,"Add a small bookmark save button right of Message, same height, narrow Follow a bit."
inst-0580,2,Layout & Hierarchy,1,Move the rating to the left end of the strip and make its number much larger than the other two.
inst-0580,3,Style,1,"Fill product cards with the Verified badge's pale plum, round the corners, price in plum too."
inst-0581,1,Environment,2,Make the screen a desktop version.
inst-0581,2,Content & Information,4,Add a note about the next step.
inst-0581,3,Layout & Hierarchy,4,Change how the action buttons are arranged.
inst-0582,1,"Situation, Context & Scenario",2,"Replace adult/child with department and role, drop the room note."
inst-0582,2,Flow & Information Architecture,2,Split the list of four into two groups.
inst-0582,3,Functionality & Behavior,2,"Add a way to clear the whole selection to the ""2 of 4 selected"" line."
inst-0583,1,Flow & Information Architecture,2,Split the form fields into groups.
inst-0584,1,Functionality & Behavior,3,Let users choose to stay signed in.
inst-0584,2,Layout & Hierarchy,4,Change when the library image gets noticed.
inst-0585,1,Environment,4,Adapt the screen for desktop.
inst-0585,2,Layout & Hierarchy,4,Rearrange status and actions in the timer card.
inst-0585,3,Functionality & Behavior,4,Add a time-adjustment action to the controls.
inst-0586,1,Environment,3,Make this a wide desktop window for mouse use.
inst-0586,2,Functionality & Behavior,1,"Add a mic button in the input bar, just left of send, for voice input."
inst-0586,3,Layout & Hierarchy,3,"Make the sleep score the first thing seen in ""Last night""."
inst-0587,1,Content & Information,1,Replace the schedule line in the “Recovery Focus” card with a one-line summary of today’s modified exercise guidance.
inst-0588,1,Content & Information,3,"Show who some mutual followers are, not just how many."
inst-0589,1,"Situation, Context & Scenario",4,Change the Savings card content order.
inst-0589,2,Layout & Hierarchy,4,Change what stands out in credit summary
inst-0589,3,Style,3,Make the nonprofit identity clearer and keep comparison easy.
inst-0590,1,"Situation, Context & Scenario",3,Make family health communications easier for caregivers to manage.
inst-0590,2,Layout & Hierarchy,1,"In each message, place the subject first, sender and time second, and the preview last."
inst-0590,3,Content & Information,1,Replace the list heading’s left label with the selected patient’s name and caregiver relationship on one line.
inst-0591,1,"Situation, Context & Scenario",2,Change the friend referral screen to a teammate invitation screen.
inst-0591,2,Flow & Information Architecture,4,Organize the invitation activity list differently.
inst-0591,3,Style,3,Make it feel professional and suited to workspace administration.
inst-0592,1,"Situation, Context & Scenario",1,"Make this a blood-donation milestone: rarity line becomes where donations went, photo becomes the donation center."
inst-0592,2,Functionality & Behavior,4,Rethink what goes at the very bottom.
inst-0592,3,Style,3,Make the progress so far instantly feel celebratory.
inst-0593,1,Functionality & Behavior,2,Let users join the upcoming meeting directly from the footer actions.
inst-0594,1,Flow & Information Architecture,2,Make the two date headers group by activity kind.
inst-0595,1,Functionality & Behavior,2,Let the complete-terms label open the full agreement.
inst-0596,1,Layout & Hierarchy,2,Make the group headings in the results list stand out more.
inst-0597,1,Environment,3,Make the screen tablet-ready so plans and targets need less scrolling.
inst-0597,2,Functionality & Behavior,3,Let users add progress without leaving the dashboard.
inst-0598,1,"Situation, Context & Scenario",4,Make it feel like a different service.
inst-0598,2,Flow & Information Architecture,3,Fully explain role saving before prompting users to browse.
inst-0599,1,Flow & Information Architecture,2,Group the three rows under play by kind.
inst-0599,2,Content & Information,4,Show more info in the top episode block.
inst-0600,1,Layout & Hierarchy,4,Make the selected study card use space differently.
inst-0601,1,Style,3,The screen looks hazy overall; it should read crisper.
inst-0602,1,Functionality & Behavior,1,"Add a compact ""Archive"" action between the ""Delete"" and ""Cancel"" buttons."
inst-0603,1,Functionality & Behavior,1,"Add a full-width outlined ""Browse all circles"" button below the last row, above the divider."
inst-0604,1,Flow & Information Architecture,2,Change how the updates feed is organized.
inst-0605,1,Functionality & Behavior,1,"In the ""Popular this week"" header, swap the gray count for a purple sort link with a caret."
inst-0606,1,"Situation, Context & Scenario",3,Let sellers monitor earnings and payouts.
inst-0606,2,Layout & Hierarchy,4,Change the balance summary’s visual order.
inst-0606,3,Functionality & Behavior,1,"Add a compact earnings statement download button to the right of the ""Recent activity"" header."
inst-0607,1,Environment,2,Rebuild the whole screen for desktop.
inst-0607,2,Layout & Hierarchy,2,Move the author row to a different spot in the card.
inst-0607,3,Functionality & Behavior,3,Let readers ask the author for more detail here.
inst-0608,1,Content & Information,4,Change what leads in the limit note.
inst-0608,2,Functionality & Behavior,3,Let users defer preference setup without leaving the flow.
inst-0608,3,Layout & Hierarchy,2,Emphasize the selected planning style option more.
inst-0609,1,"Situation, Context & Scenario",2,Make it about picking a nearby Meridian branch for pickup instead.
inst-0609,2,Flow & Information Architecture,4,Change how the branch list groups.
inst-0609,3,Content & Information,3,Show which branch is worth visiting today without tapping.
inst-0610,1,Functionality & Behavior,4,Vary how the goal card is arranged.
inst-0611,1,Content & Information,2,Add last-practiced timing to each Continue learning row
inst-0612,1,"Situation, Context & Scenario",4,Make the overall organization feel different.
inst-0613,1,Style,4,The minus/plus buttons' tone should change.
inst-0614,1,Environment,3,Make the screen tablet-friendly without feeling stretched or sparse.
inst-0614,2,Content & Information,1,Add one line naming the organizer below the venue in the event summary.
inst-0615,1,Content & Information,2,Add counts to the other filter chips too.
inst-0615,2,Layout & Hierarchy,1,"Make group headings a step larger and dark gray, date at the right edge of the same line."
inst-0616,1,Layout & Hierarchy,1,Compress the month grid vertically with shallower day cells to give the agenda more room below.
inst-0616,2,Style,2,Change the visual treatment of the agenda card.
inst-0617,1,Functionality & Behavior,3,Let visitors keep this event from the top.
inst-0617,2,Layout & Hierarchy,1,"Put the two entry lines in one row on top, purple button full-width below."
inst-0618,1,Functionality & Behavior,2,Add saved booking access to the error card actions.
inst-0619,1,Environment,1,Center checkout in a desktop workspace and move app navigation into a slim left sidebar.
inst-0619,2,Flow & Information Architecture,4,Make the structure feel different.
inst-0619,3,Style,4,Give the payment button a different feel.
inst-0620,1,"Situation, Context & Scenario",3,Make this a wholesale restock confirmation for a shop buyer.
inst-0620,2,Flow & Information Architecture,4,Rework how the card rows are organized.
inst-0620,3,Style,4,Rework the top success badge's feel.
inst-0621,1,Functionality & Behavior,1,Add one search field with a magnifier icon right above the recipient list.
inst-0621,2,Layout & Hierarchy,3,"Share button should read as main, channels secondary."
inst-0622,1,"Situation, Context & Scenario",1,"Turn the community post into one for home cooks, replacing the product card with a compact recipe summary."
inst-0622,2,Flow & Information Architecture,1,Turn the recipe summary directly beneath the photo into a short numbered cooking sequence.
inst-0622,3,Style,1,"Keep the header controls and spacing, with a cream background and dark green text and icons."
inst-0623,1,"Situation, Context & Scenario",1,"Make each row one buyer with area and last showing date; swap ""Private by default"" for buyer count"
inst-0623,2,Flow & Information Architecture,4,Lay out the All collections list differently.
inst-0623,3,Functionality & Behavior,4,Let the pinned card do more.
inst-0624,1,Style,2,Crop the main artwork.
inst-0625,1,Layout & Hierarchy,1,"Pull the share price under the fund name at double size, label small and gray beside it."
inst-0626,1,Environment,1,Make it a desktop workspace with compact top navigation and centered content beneath.
inst-0626,2,Flow & Information Architecture,3,Make one category at a time easy to focus on.
inst-0626,3,Functionality & Behavior,1,Add a compact clear-downloads button beside the current value in the storage summary row.
inst-0627,1,Content & Information,1,"Under the two count lines in the score column, add a recent-months average line, small dark gray."
inst-0627,2,Functionality & Behavior,2,"Add a star rating filter next to ""Recent reviews""."
inst-0627,3,Layout & Hierarchy,1,"Make the three score boxes taller, label on top and number below, bigger bold, centered."
inst-0628,1,Functionality & Behavior,2,Add new-list creation to the note below the destination list.
inst-0629,1,"Situation, Context & Scenario",1,Make this a physio appointment cancellation instead; replace the weekly goal row with the late-cancellation fee.
inst-0629,2,Layout & Hierarchy,1,"Put the keep-appointment button on top at full width, cancel below as a short centered text button."
inst-0629,3,Style,1,"Put the two rows under the message in a light gray rounded panel, no dividers, values dark gray."
inst-0630,1,Flow & Information Architecture,2,Rework the paid plan headers and billing details section.
inst-0631,1,Layout & Hierarchy,4,Rework how the card's gray note sits.
inst-0632,1,Functionality & Behavior,2,Make the masked email address changeable.
inst-0632,2,Layout & Hierarchy,4,Change when the bottom tabs get noticed.
inst-0632,3,Style,2,Remove the shadow from the code entry card.
inst-0633,1,"Situation, Context & Scenario",2,Swap the card's booking info for which unit and when it was visited.
inst-0633,2,Flow & Information Architecture,2,Make the three chapter rows read as an order.
inst-0633,3,Functionality & Behavior,3,"Viewers should mark the current moment for later, in-player."
inst-0634,1,"Situation, Context & Scenario",1,Change the community discovery screen into a local book-club experience with book-focused imagery and labels.
inst-0634,2,Content & Information,3,Make the next meeting time visible.
inst-0634,3,Layout & Hierarchy,1,"Arrange the featured book-club card in one row: compact image left, details center, join button right."
inst-0635,1,Content & Information,2,Add the search stage sequence to the progress area.
inst-0635,2,Layout & Hierarchy,3,Make the active search progress appear earlier.
inst-0635,3,Style,4,Make the loading card feel different.
inst-0636,1,"Situation, Context & Scenario",3,Make it a nurse sending a patient visit recording.
inst-0636,2,Environment,3,Make it read as a wide desktop screen using the full width.
inst-0636,3,Flow & Information Architecture,3,Make the sending order and each step's progress clear.
inst-0637,1,"Situation, Context & Scenario",3,Help people managing diabetes become aware of carbohydrates.
inst-0638,1,Functionality & Behavior,1,"Add a full-width button below the last Behind you row, above the locking note, opening the full ranking."
inst-0639,1,Environment,3,Make the screen a smartwatch glance for immediate delivery progress.
inst-0639,2,Content & Information,2,Add a last-updated time to the delivery status.
inst-0640,1,Flow & Information Architecture,4,Change how those three rows group
inst-0640,2,Content & Information,2,"Add fabric, weight and size to the top title block."
inst-0641,1,"Situation, Context & Scenario",3,Make local events easy to narrow down by date.
inst-0641,2,Functionality & Behavior,1,Replace the first event-date preset with a compact row showing a calendar icon and chosen date.
inst-0641,3,Layout & Hierarchy,1,Arrange the event-type chips in one evenly divided row directly below the section heading.
inst-0642,1,"Situation, Context & Scenario",1,Turn it into the tutor's post-session report on the learner; bottom note becomes one line saying the learner will see this summary.
inst-0642,2,Environment,3,"On desktop, fit it into one screen without scrolling."
inst-0642,3,Content & Information,3,Show where this session sits in the course beforehand.
inst-0643,1,Environment,3,"Make the screen desktop-ready, spacious without feeling stretched."
inst-0643,2,Layout & Hierarchy,2,Change the arrangement of the member list.
inst-0643,3,Functionality & Behavior,3,Make the full member list selectable in one action.
inst-0644,1,Environment,3,"Move the screen to desktop, use the extra width."
inst-0644,2,Flow & Information Architecture,4,Split the input fields into groups.
inst-0644,3,Content & Information,4,Put more info in the top step counter.
inst-0645,1,Content & Information,1,"Under the studio-and-date line, add another small gray line with the device, browser, and city."
inst-0645,2,Functionality & Behavior,3,Let her fix the email address right here.
inst-0645,3,Style,1,"Fill the top bar with the send button blue, make the title and back arrow white, remove the divider."
inst-0646,1,Style,1,Give the Leaderboard panel rounded corners and a light gray shadow around its edges.
inst-0647,1,Style,1,Fill the bottom 'Continue to review' button deep navy with white label; leave the small links as they are.
inst-0648,1,Environment,4,Adapt the screen for desktop.
inst-0648,2,Content & Information,3,Make the service’s ownership information available on the page.
inst-0649,1,"Situation, Context & Scenario",1,Make the badge progress continuing-education credits toward license renewal; put license and renewal period under the name.
inst-0649,2,Flow & Information Architecture,3,Make done and not-done read clearly apart.
inst-0650,1,Flow & Information Architecture,4,Arrange upcoming charge and payment method differently.
inst-0651,1,"Situation, Context & Scenario",2,Change the goal card and lists to the child's assigned school reading.
inst-0652,1,Environment,4,Change the screen for desktop use.
inst-0653,1,Layout & Hierarchy,4,Change what reads first in booking rows
inst-0654,1,Functionality & Behavior,3,Allow the account to be reported directly and separately.
inst-0654,2,Style,1,Change the top accent strip to dark red while keeping its current form.
inst-0655,1,Flow & Information Architecture,4,Rework the order of the invites list.
inst-0655,2,Content & Information,4,The code block needs more information.
inst-0656,1,"Situation, Context & Scenario",4,Change the target user for this card.
inst-0657,1,Flow & Information Architecture,1,"Turn the removal list into labeled groups, placing each existing consequence under its relevant category."
inst-0658,1,Style,3,The top block should read clearly heavier than the list.
inst-0659,1,Layout & Hierarchy,3,Make space between the header and bottom navigation feel vertically balanced.
inst-0660,1,Flow & Information Architecture,1,"Make “Photo filter” and “Update sticker” a two-step sequence, in that order."
inst-0661,1,Flow & Information Architecture,1,"Wrap the product row and the button in one bordered card under ""In this story""; drop the divider between them."
inst-0662,1,Layout & Hierarchy,2,Make the order summary more compact.
inst-0662,2,Style,1,Keep filter order and use a light gray segmented control with active selection filled blue and white text.
inst-0663,1,Environment,1,"Move the screen to desktop: cover and form fields left, materials list beside, tab bar to left nav."
inst-0663,2,Content & Information,2,Show attachment count and total size under Materials heading.
inst-0664,1,Environment,4,Rework this screen for desktop.
inst-0664,2,Flow & Information Architecture,4,Change how the result list groups by price.
inst-0664,3,Content & Information,4,Add more content to the product detail lines.
inst-0665,1,Functionality & Behavior,3,Let users move to a week other than the one showing.
inst-0665,2,Layout & Hierarchy,3,"Coach should read with the session info, not last."
inst-0665,3,Style,3,The chosen time should read as clearly picked at a glance.
inst-0666,1,Functionality & Behavior,3,Let users open the replies that contributed to the achievement.
inst-0667,1,Content & Information,2,Only a percentage shows; add the current restore step name.
inst-0668,1,Environment,1,Turn the phone frame into a tablet canvas and expand the interface across a wider reading area.
inst-0668,2,"Situation, Context & Scenario",3,Enable facilities teams to coordinate shared office setup purchases.
inst-0668,3,Layout & Hierarchy,2,Move the “Completed” section somewhere else.
inst-0669,1,Functionality & Behavior,3,Let users get to days after the last one shown.
inst-0669,2,Layout & Hierarchy,3,Make the price read stronger than the note beside it.
inst-0669,3,Style,3,"Make the whole sheet crisper, outlines clearly visible."
inst-0670,1,"Situation, Context & Scenario",2,Turn the transfer screen into a program disbursement flow.
inst-0670,2,Content & Information,1,Add a compact payout eligibility status label at the end of each participant’s secondary line.
inst-0671,1,Environment,3,"Make the screen desktop, class info and Enroll seen together."
inst-0671,2,Content & Information,3,Top should show what you can do after the class.
inst-0672,1,Environment,1,"Move to tablet, keep the card at moderate width, centered with generous gray space both sides."
inst-0672,2,Content & Information,2,Also show the receiving account in the recipient block.
inst-0672,3,Layout & Hierarchy,1,"Pull the amount onto its own line below the name, left-aligned and much bigger, currency label beside it."
inst-0673,1,Flow & Information Architecture,3,Keep the credit flow within the price calculation.
inst-0674,1,Flow & Information Architecture,1,Remove the times from the bubbles and group messages under small centered time markers between stretches.
inst-0675,1,Functionality & Behavior,2,Make the upload icon pause the upload.
inst-0675,2,Style,4,Change the upload progress indicator’s feel.
inst-0676,1,Flow & Information Architecture,2,Organize the curated collections by financial goal.
inst-0676,2,Content & Information,1,Add a short typical goal timeframe line beneath the product count on each goal card.
inst-0677,1,Style,2,Drop the green tint behind the plan card and invoice list.
inst-0677,2,Layout & Hierarchy,3,"Billing info first, spaces as a minor note."
inst-0678,1,Environment,1,"On tablet, split the main content into two columns: storage summary left, saved file list right."
inst-0679,1,"Situation, Context & Scenario",4,Change this screen to a different service.
inst-0679,2,Layout & Hierarchy,4,Change the order within the class details section.
inst-0680,1,Content & Information,1,Add a small gray label on the right of each template row saying studio-made or built-in.
inst-0680,2,Functionality & Behavior,3,Starting from an existing board should work here too.
inst-0680,3,Layout & Hierarchy,2,The card's top photo is too tall — reduce its height.
inst-0681,1,Content & Information,4,Add more policy detail to the explanatory notice.
inst-0681,2,Functionality & Behavior,4,Add one more action to the lesson summary.
inst-0681,3,Layout & Hierarchy,4,Reorder the emphasis of the two bottom buttons.
inst-0682,1,Environment,2,Change the screen for desktop.
inst-0682,2,Layout & Hierarchy,4,Change the two bottom buttons' placement and order.
inst-0682,3,Style,2,Make the lesson block a box with a background.
inst-0683,1,Flow & Information Architecture,4,Change how the key metrics are grouped.
inst-0684,1,Functionality & Behavior,1,Put a small round back arrow over the top-left corner of the photo.
inst-0685,1,Functionality & Behavior,1,Add a compact edit-order text button to the right side of the order summary.
inst-0686,1,Functionality & Behavior,3,Make the tracking number copyable in one tap
inst-0687,1,Flow & Information Architecture,3,"Make the rows under ""Information"" read as two kinds."
inst-0687,2,Content & Information,4,Add more info under the tagline
inst-0687,3,Functionality & Behavior,4,"Let me request an update check from the ""last checked for updates"" line."
inst-0688,1,Flow & Information Architecture,3,"Group the list by kind of mail, not time."
inst-0688,2,Content & Information,3,Make clear which account this mailbox belongs to.
inst-0688,3,Style,3,Make the search field feel tappable and distinct from the pills.
inst-0689,1,Content & Information,3,Make account information consistent beneath each follower’s name.
inst-0689,2,Layout & Hierarchy,3,Make the two options carry equal weight across the width.
inst-0690,1,Environment,4,Move this screen to desktop.
inst-0690,2,Flow & Information Architecture,1,"Split the follower list into not-followed-back first, already-following below, each group with a count heading."
